0,0,0
2,0,0
4,0,28.9
6,0,28.9
8,0,29.6
10,0,30.9
12,0,31.4
14,0,31.7
16,0,31.9
18,0,32
20,0,32.1
0,27.07.2023 14:50:41,0
2,27.07.2023 14:50:43,0
4,27.07.2023 14:50:43,28.9
6,27.07.2023 14:50:45,28.9
8,27.07.2023 14:50:47,29.6
10,27.07.2023 14:50:49,30.9
12,27.07.2023 14:50:51,31.4
14,27.07.2023 14:50:53,31.7
16,27.07.2023 14:50:55,31.9
18,27.07.2023 14:50:57,32
20,27.07.2023 14:50:59,32.1
2,27.07.2023 14:50:43,0
4,27.07.2023 14:50:43,28.9
6,27.07.2023 14:50:45,28.9
8,27.07.2023 14:50:47,29.6
10,27.07.2023 14:50:49,30.9
12,27.07.2023 14:50:51,31.4
14,27.07.2023 14:50:53,31.7
16,27.07.2023 14:50:55,31.9
18,27.07.2023 14:50:57,32
20,27.07.2023 14:50:59,32.1
0,04.08.2023 12:41:39,0
1,04.08.2023 12:49:12,10
0,04.08.2023 12:59:39,0
0,,0
0,0,0
0,0,0
2,27.07.2023 14:50:43,0
4,27.07.2023 14:50:43,28.9
6,27.07.2023 14:50:45,28.9
8,27.07.2023 14:50:47,29.6
10,27.07.2023 14:50:49,30.9
12,27.07.2023 14:50:51,31.4
14,27.07.2023 14:50:53,31.7
16,27.07.2023 14:50:55,31.9
18,27.07.2023 14:50:57,32
20,27.07.2023 14:50:59,32.1
22,27.07.2023 14:51:01,32.2
24,27.07.2023 14:51:03,31.8
26,27.07.2023 14:51:05,31.4
1,04.08.2023 12:49:12,10
